147.803854875,106.994331066,110.926870748,0
149.417308832,111.962655602,114.716360403,0
149.218369915,103.489724591,106.091989375,0
157.072953737,153.838078292,152.365658363,1
151.010594947,114.311735941,118.094947025,0
153.303231939,149.10480038,148.325095057,1
149.689738625,111.194094869,115.196030978,0
144.460523373,105.088011631,107.078617759,0
145.662959218,105.254971352,107.187394675,0
142.289242793,105.701172307,108.391063924,0
129.233014354,113.048325359,114.389473684,0
145.668452453,99.4479483745,99.6191403872,0
145.114421931,111.312872467,114.249702026,0
127.254247573,80.0133495146,81.2912621359,0
144.138974452,129.999637616,130.406957782,0
139.965638767,98.8511013216,100.746255507,1
139.607316284,93.414697313,93.9949821949,0
127.523289097,109.052042675,112.474629196,0
143.881533101,102.107018417,103.281234445,1
131.063596491,98.0929824561,100.829385965,0
137.464121311,91.9875440022,93.89006228,0
142.095027624,95.3100552486,96.1560220994,0
149.978869933,106.06057286,108.546720927,0
142.132720105,103.608106742,106.41453553,0
141.261695906,97.7807017544,97.500877193,0
142.278461538,101.068376068,102.716068376,0
150.500788333,113.192747339,110.6803311,0
146.282566786,107.976865877,107.618837786,0
138.987852584,101.869054972,103.971175623,0
137.095046083,95.0506912442,97.2868663594,0
146.078883495,110.270631068,112.549150485,0
138.975769288,139.700609484,147.684852089,1
115.340330902,91.5596868885,99.2271837751,0
134.452741916,111.844545778,120.763591141,0
134.577543799,113.500129455,120.666954345,0
128.484988671,104.65304003,111.877926737,0
118.684505913,97.8741230708,106.109641211,0
128.266248675,103.607470858,109.812522077,2
136.845790716,116.590676633,122.077891424,0
137.082148948,115.87407618,121.949687322,0
131.0,113.206779661,119.386440678,0
132.183657588,113.823346304,118.768871595,0
129.53502402,109.098983354,115.503854318,2
136.409047161,123.69201155,130.02213667,2
138.52358691,136.936251594,135.145558861,1
141.923165138,141.398318043,139.516437309,1
147.780708986,133.486397362,127.125309151,2
131.174017003,122.575451647,122.577311371,1
140.563169165,124.122055675,122.126766595,2
139.573192612,132.862585752,130.806649077,1
107.231864407,83.9837288136,79.8054237288,0
142.345358345,124.607503608,120.610870611,2
140.246663107,125.741057128,114.695675387,2
148.20824909,137.910634856,129.684189244,2
145.252534562,130.926267281,126.241474654,2
130.995019157,103.103065134,103.448275862,0
134.024305556,104.943055556,105.322916667,0
145.100667071,133.657368102,123.101273499,2
144.015444015,133.019305019,127.296010296,2
134.132127955,109.916550765,103.171070932,2
143.6,122.095348837,121.120930233,0
136.450523865,112.379511059,106.939464494,2
149.028648165,133.452999105,129.510295434,2
133.915562914,106.412251656,101.228476821,2
146.203910615,129.085195531,124.448324022,2
149.37745373,136.404935502,131.730790802,2
148.177404719,139.344827586,128.987295826,2
130.801219512,124.87195122,123.57195122,1
141.233928571,138.389285714,136.1625,1
110.041015625,88.2963867188,88.2783203125,0
117.673992674,103.544740973,103.386185243,0
136.985143443,120.960553279,116.598872951,2
127.226490066,120.559602649,119.560264901,1
129.833878352,119.976455199,119.714846305,1
139.64633355,116.842959117,109.434782609,2
144.276833977,133.316988417,127.355598456,2
143.483544304,128.03164557,123.478481013,2
139.202791461,125.853037767,124.39408867,1
138.358635864,115.713971397,114.122112211,0
128.517314301,119.254295533,118.687813904,1
136.962852897,117.686478455,114.645864289,0
143.247855918,124.69897084,120.42109777,2
149.386996904,139.291021672,132.061919505,2
136.890639481,133.550112538,130.627432808,1
149.84872418,140.561360875,134.742405832,2
137.762484438,129.416101812,123.759164476,2
146.992847854,134.487646294,130.105331599,2
145.979939819,132.635907723,128.2888666,2
129.850953206,121.344887348,118.543091224,1
144.934403826,136.270584216,126.980184489,2
127.541196388,100.240970655,97.427765237,0
139.05982906,120.597340931,117.902184236,0
139.146596859,119.390052356,118.498691099,0
140.055806938,118.582202112,114.619909502,0
146.121040724,135.585972851,128.92081448,2
146.779090909,129.477727273,129.185909091,0
145.798843453,123.714993804,125.153242462,0
152.474758324,125.642320086,128.555316864,0
151.58537714,138.224433133,139.560851458,1
146.36516035,144.577988338,143.781341108,1
148.419281046,121.816339869,122.917320261,0
146.013768686,118.697482297,119.604248623,0
152.850121359,127.82190534,130.531856796,1
146.526284702,143.44772593,143.150620201,1
147.029017857,144.549107143,143.811755952,1
143.091326824,136.41183228,135.444572085,1
145.050230222,114.389702805,113.852658016,0
143.787617555,137.492946708,136.106583072,1
147.024282561,127.175275938,126.086092715,0
147.793574846,120.683868763,118.269651401,0
147.494097808,133.514333895,133.58010118,1
146.574235808,140.777292576,139.399563319,1
144.277548209,116.705922865,115.628099174,0
139.36820331,109.969267139,106.754137116,0
134.181132075,94.948427673,91.1320754717,0
140.332446809,112.715425532,110.306515957,0
146.892874693,126.604422604,125.774938575,1
141.231437126,130.919461078,129.502095808,1
150.665350444,136.570582428,135.77739388,1
147.505765199,136.486897275,136.097484277,1
